,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
4552,Utah,2025-02-10,646,55,250,160,$174.84 ,$1.67 ,$4.00 ,$5.78 ,0,3337975,$0 
4553,Utah,2025-02-17,464,21,235,197,$178.27 ,$0.00 ,$3.10 ,$4.57 ,2,3337975,"$1,176 "
4554,Utrecht,2024-12-09,81,,,,$11.81 , --, --, --,0,1361730,$0 
4555,Utrecht,2024-12-16,880,827,"2,757",,$270.65 ,$5.01 ,$32.53 , --,2,1361730,"$1,176 "
4556,Utrecht,2024-12-23,894,422,"2,347",,$337.66 ,$5.64 ,$31.51 , --,0,1361730,$0 
4557,Utrecht,2024-12-30,424,250,"3,228",,$44.95 ,$1.31 ,$26.14 , --,0,1361730,$0 
4558,Utrecht,2025-01-06,526,605,"5,782",,$111.15 ,$1.27 ,$19.22 , --,0,1361730,$0 
4559,Utrecht,2025-01-13,452,"1,810","2,843",,$86.87 ,$5.21 ,$32.14 , --,1,1361730,$588 
4560,Utrecht,2025-01-20,367,"1,278","7,157",,$97.38 ,$4.80 ,$59.79 , --,0,1361730,$0 
4561,Utrecht,2025-01-27,418,139,"3,920",,$109.76 ,$3.16 ,$56.77 , --,1,1361730,$588 
4562,Utrecht,2025-02-03,425,178,"5,588",,$83.57 ,$0.93 ,$56.24 , --,0,1361730,$0 
4563,Utrecht,2025-02-10,450,57,"4,723",,$79.29 ,$0.74 ,$50.20 , --,0,1361730,$0 
4564,Utrecht,2025-02-17,382,61,"3,293",,$98.19 ,$0.31 ,$43.52 , --,0,1361730,$0 
4565,Vale of Glamorgan,2024-08-19,34,,,,$15.21 , --, --, --,0,136720,$0 
4566,Vale of Glamorgan,2024-08-26,37,29,44,,$11.94 ,$0.00 ,$0.34 , --,0,136720,$0 
4567,Vale of Glamorgan,2024-09-02,34,5,41,,$13.62 ,$0.00 ,$0.12 , --,0,136720,$0 
4568,Vale of Glamorgan,2024-09-09,31,1,35,,$9.63 ,$0.00 ,$0.25 , --,0,136720,$0 
4569,Vale of Glamorgan,2024-09-16,23,12,9,,$4.94 ,$0.00 ,$0.16 , --,0,136720,$0 
4570,Vale of Glamorgan,2024-09-23,33,58,31,,$17.81 ,$0.00 ,$0.11 , --,0,136720,$0 
4571,Vale of Glamorgan,2024-09-30,41,9,16,,$9.27 ,$0.00 ,$0.09 , --,0,136720,$0 
4572,Vale of Glamorgan,2024-10-07,33,42,32,,$0.67 ,$0.35 ,$0.32 , --,0,136720,$0 
4573,Vale of Glamorgan,2024-10-14,45,18,8,,$19.91 ,$0.00 ,$0.21 , --,0,136720,$0 
4574,Vale of Glamorgan,2024-10-21,36,507,21,,$24.66 ,$0.28 ,$0.33 , --,0,136720,$0 
4575,Vale of Glamorgan,2024-10-28,21,211,15,,$13.99 ,$0.06 ,$0.11 , --,0,136720,$0 
4576,Vale of Glamorgan,2024-11-04,22,,5,,$2.34 , --,$0.08 , --,0,136720,$0 
4577,Vale of Glamorgan,2024-11-11,16,48,2,,$0.00 ,$0.00 ,$0.09 , --,0,136720,$0 
4578,Vale of Glamorgan,2024-11-18,8,,11,,$4.77 , --,$0.09 , --,0,136720,$0 
4579,Vale of Glamorgan,2024-11-25,13,,11,,$5.56 , --,$0.05 , --,0,136720,$0 
4580,Vale of Glamorgan,2024-12-02,8,23,7,,$3.90 ,$0.00 ,$0.04 , --,0,136720,$0 
4581,Vale of Glamorgan,2024-12-09,21,1,7,,$8.82 ,$0.00 ,$0.13 , --,0,136720,$0 
4582,Vale of Glamorgan,2024-12-16,16,2,7,,$0.00 ,$0.00 ,$0.12 , --,0,136720,$0 
4583,Vale of Glamorgan,2024-12-23,16,,20,,$4.41 , --,$0.16 , --,0,136720,$0 
4584,Vale of Glamorgan,2024-12-30,22,17,40,,$9.69 ,$0.00 ,$0.78 , --,0,136720,$0 
4585,Vale of Glamorgan,2025-01-06,1,15,69,,$0.00 ,$0.00 ,$0.56 , --,0,136720,$0 
4586,Vale of Glamorgan,2025-01-13,27,,53,,$8.45 , --,$0.73 , --,0,136720,$0 
4587,Vale of Glamorgan,2025-01-20,44,,71,,$4.44 , --,$0.50 , --,0,136720,$0 
4588,Vale of Glamorgan,2025-01-27,29,,17,,$3.46 , --,$0.32 , --,0,136720,$0 
4589,Vale of Glamorgan,2025-02-03,20,8,23,,$6.05 ,$0.08 ,$0.55 , --,0,136720,$0 
4590,Vale of Glamorgan,2025-02-10,33,2,13,,$12.47 ,$0.00 ,$0.23 , --,0,136720,$0 
4591,Vale of Glamorgan,2025-02-17,16,1,15,,$1.80 ,$0.00 ,$0.27 , --,0,136720,$0 
4592,Varmland County,2024-12-09,13,,,,$0.00 , --, --, --,0,282342,$0 
4593,Varmland County,2024-12-16,67,707,427,,$25.72 ,$1.83 ,$2.84 , --,0,282342,$0 
4594,Varmland County,2024-12-23,84,273,277,,$38.52 ,$0.55 ,$2.54 , --,0,282342,$0 
4595,Varmland County,2024-12-30,48,203,381,,$18.16 ,$0.83 ,$1.65 , --,0,282342,$0 
4596,Varmland County,2025-01-06,87,554,"3,096",,$9.72 ,$3.45 ,$6.39 , --,0,282342,$0 
4597,Varmland County,2025-01-13,73,"2,501","1,535",,$25.05 ,$9.91 ,$12.47 , --,0,282342,$0 
4598,Varmland County,2025-01-20,65,"1,249","3,230",,$9.01 ,$3.80 ,$16.96 , --,0,282342,$0 
4599,Varmland County,2025-01-27,66,303,845,,$18.54 ,$1.81 ,$8.21 , --,0,282342,$0 
4600,Varmland County,2025-02-03,51,341,821,,$15.73 ,$3.48 ,$6.62 , --,0,282342,$0 
4601,Varmland County,2025-02-10,78,90,756,,$8.07 ,$0.92 ,$7.33 , --,0,282342,$0 
4602,Varmland County,2025-02-17,51,102,528,,$19.19 ,$1.00 ,$5.02 , --,0,282342,$0 
4603,Vasterbotten County,2024-12-09,8,,,,$3.84 , --, --, --,0,272061,$0 
4604,Vasterbotten County,2024-12-16,87,959,556,,$60.29 ,$3.94 ,$2.90 , --,1,272061,$588 
4605,Vasterbotten County,2024-12-23,132,316,432,,$63.22 ,$1.90 ,$3.69 , --,0,272061,$0 
4606,Vasterbotten County,2024-12-30,74,788,746,,$16.27 ,$2.32 ,$3.82 , --,0,272061,$0 
4607,Vasterbotten County,2025-01-06,107,915,"4,878",,$15.74 ,$1.50 ,$9.76 , --,0,272061,$0 
4608,Vasterbotten County,2025-01-13,57,"3,537","1,959",,$8.43 ,$8.78 ,$12.29 , --,0,272061,$0 
4609,Vasterbotten County,2025-01-20,75,"1,624","3,549",,$6.26 ,$3.77 ,$16.84 , --,0,272061,$0 
4610,Vasterbotten County,2025-01-27,63,521,"1,088",,$16.54 ,$1.46 ,$8.90 , --,0,272061,$0 
4611,Vasterbotten County,2025-02-03,84,364,859,,$39.14 ,$2.80 ,$5.50 , --,0,272061,$0 
4612,Vasterbotten County,2025-02-10,64,131,714,,$27.90 ,$1.01 ,$6.43 , --,0,272061,$0 
4613,Vasterbotten County,2025-02-17,85,89,581,,$40.99 ,$0.96 ,$5.81 , --,0,272061,$0 
4614,Vasternorrland County,2024-12-09,5,,,,$0.00 , --, --, --,0,245653,$0 
4615,Vasternorrland County,2024-12-16,56,613,390,,$22.93 ,$1.35 ,$2.02 , --,0,245653,$0 
4616,Vasternorrland County,2024-12-23,84,175,224,,$35.32 ,$0.00 ,$1.85 , --,0,245653,$0 
4617,Vasternorrland County,2024-12-30,34,228,393,,$0.00 ,$0.40 ,$1.73 , --,0,245653,$0 
4618,Vasternorrland County,2025-01-06,87,812,"3,303",,$10.83 ,$3.35 ,$6.88 , --,0,245653,$0 
4619,Vasternorrland County,2025-01-13,42,"2,239","1,644",,$10.52 ,$5.60 ,$14.72 , --,0,245653,$0 
4620,Vasternorrland County,2025-01-20,38,"1,132","3,096",,$19.67 ,$2.72 ,$21.69 , --,0,245653,$0 
4621,Vasternorrland County,2025-01-27,54,203,558,,$2.67 ,$1.03 ,$4.58 , --,0,245653,$0 
4622,Vasternorrland County,2025-02-03,54,283,536,,$17.20 ,$1.27 ,$6.17 , --,0,245653,$0 
4623,Vasternorrland County,2025-02-10,54,62,452,,$7.53 ,$0.85 ,$6.74 , --,0,245653,$0 
4624,Vasternorrland County,2025-02-17,45,94,398,,$16.91 ,$0.31 ,$7.50 , --,0,245653,$0 
4625,Vastmanland County,2024-12-09,6,,,,$0.00 , --, --, --,0,280988,$0 
4626,Vastmanland County,2024-12-16,83,736,608,,$21.51 ,$1.10 ,$4.21 , --,0,280988,$0 
4627,Vastmanland County,2024-12-23,99,290,473,,$40.01 ,$0.40 ,$3.79 , --,0,280988,$0 
4628,Vastmanland County,2024-12-30,69,443,673,,$18.62 ,$0.75 ,$4.37 , --,0,280988,$0 
4629,Vastmanland County,2025-01-06,67,932,"3,470",,$12.59 ,$2.05 ,$8.62 , --,0,280988,$0 
4630,Vastmanland County,2025-01-13,61,"2,224","1,693",,$17.35 ,$5.79 ,$20.91 , --,0,280988,$0 
4631,Vastmanland County,2025-01-20,40,"1,083","3,132",,$2.87 ,$3.61 ,$24.32 , --,0,280988,$0 
4632,Vastmanland County,2025-01-27,79,272,"1,006",,$42.23 ,$0.85 ,$10.27 , --,0,280988,$0 
4633,Vastmanland County,2025-02-03,74,377,"1,031",,$21.87 ,$1.72 ,$8.54 , --,0,280988,$0 
4634,Vastmanland County,2025-02-10,67,91,871,,$25.86 ,$1.41 ,$9.09 , --,0,280988,$0 
4635,Vastmanland County,2025-02-17,50,60,766,,$2.34 ,$0.50 ,$5.87 , --,0,280988,$0 
4636,Vastra Gotaland County,2024-12-09,92,,,,$20.37 , --, --, --,1,1755525,$588 
4637,Vastra Gotaland County,2024-12-16,761,"6,158","5,077",,$349.58 ,$19.35 ,$32.44 , --,0,1755525,$0 
4638,Vastra Gotaland County,2024-12-23,"1,042","3,698","3,824",,$494.07 ,$7.53 ,$32.91 , --,0,1755525,$0 
4639,Vastra Gotaland County,2024-12-30,571,"4,926","6,694",,$84.86 ,$9.55 ,$40.54 , --,0,1755525,$0 
4640,Vastra Gotaland County,2025-01-06,821,"7,950","33,884",,$217.54 ,$31.28 ,$77.64 , --,0,1755525,$0 
4641,Vastra Gotaland County,2025-01-13,635,"21,605","13,464",,$234.45 ,$70.70 ,$109.62 , --,2,1755525,"$1,176 "
4642,Vastra Gotaland County,2025-01-20,533,"11,094","22,786",,$140.86 ,$34.12 ,$134.42 , --,1,1755525,$588 
4643,Vastra Gotaland County,2025-01-27,556,"1,839","7,474",,$199.92 ,$12.71 ,$68.73 , --,1,1755525,$588 
4644,Vastra Gotaland County,2025-02-03,561,"2,803","10,042",,$117.94 ,$21.19 ,$99.43 , --,0,1755525,$0 
4645,Vastra Gotaland County,2025-02-10,629,"1,069","8,486",,$216.07 ,$16.94 ,$87.62 , --,4,1755525,"$2,352 "
4646,Vastra Gotaland County,2025-02-17,493,887,"7,732",,$183.10 ,$9.34 ,$79.43 , --,0,1755525,$0 
4647,Vermont,2023-09-25,14,28,,,$0.48 ,$0.00 , --, --,0,643077,$0 
4648,Vermont,2023-10-02,99,32,45,,$23.31 ,$0.00 ,$0.44 , --,0,643077,$0 
4649,Vermont,2023-10-09,49,,95,,$13.00 , --,$1.17 , --,0,643077,$0 
4650,Vermont,2023-10-16,85,1,64,,$15.71 ,$0.00 ,$0.65 , --,0,643077,$0 
4651,Vermont,2023-10-23,50,198,53,,$20.32 ,$0.00 ,$0.63 , --,0,643077,$0 
4652,Vermont,2023-10-30,59,300,60,,$17.42 ,$5.51 ,$0.59 , --,0,643077,$0 
4653,Vermont,2023-11-06,56,4,42,,$12.89 ,$0.00 ,$0.46 , --,0,643077,$0 
4654,Vermont,2023-11-13,64,8,46,,$24.04 ,$0.00 ,$0.68 , --,0,643077,$0 
4655,Vermont,2023-11-20,73,10,41,,$21.20 ,$0.00 ,$0.49 , --,1,643077,$588 
4656,Vermont,2023-11-27,133,15,41,,$61.07 ,$0.00 ,$0.42 , --,0,643077,$0 
4657,Vermont,2023-12-04,91,18,39,,$45.28 ,$0.00 ,$0.58 , --,1,643077,$588 
4658,Vermont,2023-12-11,85,13,57,,$38.25 ,$0.00 ,$0.58 , --,0,643077,$0 
4659,Vermont,2023-12-18,80,28,102,,$26.95 ,$0.00 ,$1.26 , --,0,643077,$0 
4660,Vermont,2023-12-25,218,63,233,,$83.08 ,$0.00 ,$3.51 , --,0,643077,$0 
4661,Vermont,2024-01-01,211,,278,,$61.32 , --,$3.70 , --,0,643077,$0 
4662,Vermont,2024-01-08,133,18,184,,$18.60 ,$0.00 ,$2.54 , --,0,643077,$0 
4663,Vermont,2024-01-15,73,99,147,,$22.75 ,$4.09 ,$1.68 , --,0,643077,$0 
4664,Vermont,2024-01-22,87,18,589,,$131.86 ,$0.00 ,$2.21 , --,2,643077,"$1,176 "
4665,Vermont,2024-01-29,67,21,244,,$17.68 ,$1.91 ,$3.27 , --,1,643077,$588 
4666,Vermont,2024-02-05,71,14,482,36,$7.17 ,$0.00 ,$4.96 ,$0.18 ,0,643077,$0 
4667,Vermont,2024-02-12,81,20,430,202,$15.91 ,$0.00 ,$4.40 ,$1.05 ,0,643077,$0 
4668,Vermont,2024-02-19,118,206,518,58,$34.44 ,$6.24 ,$4.61 ,$0.59 ,1,643077,$588 
4669,Vermont,2024-02-26,80,99,225,19,$18.44 ,$0.00 ,$1.90 ,$0.27 ,0,643077,$0 
4670,Vermont,2024-03-04,90,181,311,67,$12.17 ,$6.36 ,$1.65 ,$0.46 ,1,643077,$588 
4671,Vermont,2024-03-11,96,179,384,113,$25.95 ,$0.00 ,$3.53 ,$0.38 ,0,643077,$0 
4672,Vermont,2024-03-18,105,148,348,15,$51.91 ,$0.49 ,$4.03 ,$0.00 ,1,643077,$588 
4673,Vermont,2024-03-25,71,269,251,,$5.24 ,$6.89 ,$2.96 , --,0,643077,$0 
4674,Vermont,2024-04-01,44,169,173,,$16.31 ,$0.00 ,$1.89 , --,0,643077,$0 
4675,Vermont,2024-04-08,49,13,141,,$30.95 ,$0.00 ,$1.56 , --,0,643077,$0 
4676,Vermont,2024-04-15,50,38,115,,$24.63 ,$0.00 ,$1.12 , --,0,643077,$0 
4677,Vermont,2024-04-22,60,62,130,,$32.49 ,$89.35 ,$1.25 , --,0,643077,$0 
4678,Vermont,2024-04-29,60,109,173,,$80.30 ,$0.00 ,$2.22 , --,0,643077,$0 
4679,Vermont,2024-05-06,36,235,156,,$30.42 ,$4.36 ,$2.09 , --,0,643077,$0 
4680,Vermont,2024-05-13,57,600,128,,$8.84 ,$2.82 ,$1.48 , --,1,643077,$588 
4681,Vermont,2024-05-20,44,64,143,,$16.81 ,$0.00 ,$1.68 , --,1,643077,$588 
4682,Vermont,2024-05-27,75,134,130,,$38.23 ,$0.00 ,$1.43 , --,0,643077,$0 
4683,Vermont,2024-06-03,57,146,67,,$55.87 ,$0.00 ,$1.22 , --,0,643077,$0 
4684,Vermont,2024-06-10,65,100,20,,$44.75 ,$0.00 ,$0.43 , --,1,643077,$588 
4685,Vermont,2024-06-17,65,108,123,,$23.38 ,$4.55 ,$1.67 , --,0,643077,$0 
4686,Vermont,2024-06-24,78,129,140,,$23.30 ,$18.40 ,$2.02 , --,1,643077,$588 
4687,Vermont,2024-07-01,65,311,160,,$37.55 ,$0.00 ,$1.85 , --,0,643077,$0 
4688,Vermont,2024-07-08,37,109,88,,$24.10 ,$0.00 ,$1.25 , --,0,643077,$0 
4689,Vermont,2024-07-22,97,66,127,,$75.61 ,$0.00 ,$1.98 , --,0,643077,$0 
4690,Vermont,2024-07-29,105,607,132,,$47.07 ,$0.23 ,$2.13 , --,1,643077,$588 
4691,Vermont,2024-08-05,130,605,143,,$44.20 ,$0.43 ,$2.46 , --,0,643077,$0 
4692,Vermont,2024-08-12,107,135,124,6,$29.04 ,$0.27 ,$2.32 ,$0.03 ,0,643077,$0 
4693,Vermont,2024-08-19,87,27,135,34,$45.95 ,$0.00 ,$1.62 ,$0.72 ,2,643077,"$1,176 "
4694,Vermont,2024-08-26,108,122,121,88,$51.93 ,$0.00 ,$1.68 ,$0.15 ,0,643077,$0 
4695,Vermont,2024-09-02,116,137,141,18,$22.17 ,$1.60 ,$2.37 ,$0.73 ,0,643077,$0 
4696,Vermont,2024-09-09,81,99,134,8,$12.46 ,$2.15 ,$2.02 ,$0.07 ,0,643077,$0 
4697,Vermont,2024-09-16,50,673,130,31,$20.19 ,$0.00 ,$2.63 ,$0.71 ,0,643077,$0 
4698,Vermont,2024-09-23,83,949,119,12,$41.31 ,$0.60 ,$2.09 ,$0.09 ,0,643077,$0 
4699,Vermont,2024-09-30,104,877,113,13,$39.49 ,$3.20 ,$1.54 ,$0.14 ,0,643077,$0 
4700,Vermont,2024-10-07,95,81,99,6,$248.91 ,$0.02 ,$1.18 ,$0.06 ,1,643077,$588 
4701,Vermont,2024-10-14,98,67,72,11,$66.76 ,$0.00 ,$1.08 ,$0.05 ,0,643077,$0 
4702,Vermont,2024-10-21,91,6,375,5,$98.87 ,$0.00 ,$1.54 ,$0.01 ,0,643077,$0 
4703,Vermont,2024-10-28,71,14,38,30,$6.46 ,$0.00 ,$2.47 ,$0.56 ,0,643077,$0 
4704,Vermont,2024-11-04,89,182,87,29,$31.39 ,$1.09 ,$2.73 ,$0.03 ,0,643077,$0 
4705,Vermont,2024-11-11,126,449,67,13,$50.45 ,$2.15 ,$1.14 ,$0.07 ,0,643077,$0 
4706,Vermont,2024-11-18,155,343,466,39,$25.63 ,$0.00 ,$3.09 ,$0.05 ,0,643077,$0 
4707,Vermont,2024-11-25,107,85,274,11,$24.36 ,$2.47 ,$1.36 ,$0.02 ,0,643077,$0 
4708,Vermont,2024-12-02,105,136,144,35,$46.05 ,$0.25 ,$1.27 ,$0.06 ,0,643077,$0 
4709,Vermont,2024-12-09,95,89,210,34,$47.70 ,$0.09 ,$1.98 ,$0.03 ,0,643077,$0 
4710,Vermont,2024-12-16,80,65,163,17,$61.13 ,$3.48 ,$1.79 ,$0.02 ,0,643077,$0 
4711,Vermont,2024-12-23,81,7,162,5,$37.71 ,$0.00 ,$1.65 ,$2.17 ,1,643077,$588 
4712,Vermont,2024-12-30,91,44,287,51,$25.12 ,$0.02 ,$1.79 ,$0.21 ,0,643077,$0 
4713,Vermont,2025-01-06,58,90,326,174,$4.27 ,$0.16 ,$1.72 ,$0.42 ,0,643077,$0 
4714,Vermont,2025-01-13,122,192,425,81,$12.86 ,$0.63 ,$1.60 ,$0.50 ,0,643077,$0 
4715,Vermont,2025-01-20,148,132,252,73,$58.69 ,$0.22 ,$2.44 ,$0.53 ,0,643077,$0 
4716,Vermont,2025-01-27,169,40,204,162,$43.64 ,$0.00 ,$3.14 ,$2.79 ,0,643077,$0 
4717,Vermont,2025-02-03,103,29,68,141,$51.71 ,$1.25 ,$0.62 ,$1.73 ,0,643077,$0 
4718,Vermont,2025-02-10,107,12,48,18,$26.17 ,$0.00 ,$0.90 ,$0.86 ,0,643077,$0 
4719,Vermont,2025-02-17,83,2,57,28,$42.11 ,$0.00 ,$1.02 ,$0.31 ,1,643077,$588 
4720,Virginia,2023-09-25,208,167,,,$56.96 ,$4.70 , --, --,1,8642274,$588 
4721,Virginia,2023-10-02,"1,164",579,"1,054",,$302.83 ,$28.70 ,$10.24 , --,2,8642274,"$1,176 "
4722,Virginia,2023-10-09,680,91,"2,187",,$205.51 ,$12.79 ,$23.10 , --,1,8642274,$588 
4723,Virginia,2023-10-16,757,282,"1,228",,$223.53 ,$19.20 ,$15.13 , --,1,8642274,$588 
4724,Virginia,2023-10-23,833,"4,605",952,,$233.20 ,$14.04 ,$12.67 , --,3,8642274,"$1,764 "
4725,Virginia,2023-10-30,856,"10,033",972,,$228.74 ,$32.05 ,$13.92 , --,2,8642274,"$1,176 "
4726,Virginia,2023-11-06,840,178,"1,002",,$312.32 ,$6.54 ,$16.03 , --,4,8642274,"$2,352 "
4727,Virginia,2023-11-13,"1,054",248,983,,$254.86 ,$12.05 ,$16.52 , --,3,8642274,"$1,764 "
4728,Virginia,2023-11-20,"1,351",178,"1,002",,$419.86 ,$6.00 ,$16.18 , --,13,8642274,"$7,644 "
4729,Virginia,2023-11-27,"1,143",375,972,,$463.96 ,$22.98 ,$16.17 , --,14,8642274,"$8,232 "
4730,Virginia,2023-12-04,"1,080","1,294","1,371",,$428.63 ,$73.55 ,$21.85 , --,9,8642274,"$5,292 "
4731,Virginia,2023-12-11,"1,080","1,547","1,518",,$458.70 ,$66.19 ,$28.73 , --,5,8642274,"$2,940 "
4732,Virginia,2023-12-18,"1,215","1,262","2,287",,$623.43 ,$43.36 ,$37.80 , --,4.05,8642274,"$2,381 "
4733,Virginia,2023-12-25,"2,814",969,"4,672",,"$1,062.61 ",$23.84 ,$58.85 , --,7,8642274,"$4,116 "
4734,Virginia,2024-01-01,"3,244",38,"6,045",,"$1,008.00 ",$0.00 ,$71.66 , --,9,8642274,"$5,292 "
4735,Virginia,2024-01-08,"2,097",587,"4,555",,$572.84 ,$1.52 ,$79.04 , --,5,8642274,"$2,940 "
4736,Virginia,2024-01-15,"1,595","2,972","3,764",,$430.94 ,$63.75 ,$61.13 , --,6,8642274,"$3,528 "
4737,Virginia,2024-01-22,"1,234","1,096","11,001",,$444.36 ,$73.09 ,$60.96 , --,4,8642274,"$2,352 "
4738,Virginia,2024-01-29,"1,081","1,093","5,613",,$392.63 ,$23.29 ,$63.92 , --,10,8642274,"$5,880 "
4739,Virginia,2024-02-05,"1,185","2,492","10,662",498,$495.09 ,$29.96 ,$103.78 ,$5.15 ,9,8642274,"$5,292 "
4740,Virginia,2024-02-12,"1,294","1,011","7,710","1,413",$365.22 ,$25.67 ,$84.08 ,$12.30 ,6,8642274,"$3,528 "
4741,Virginia,2024-02-19,"2,165","6,371","8,438",911,$473.43 ,$95.24 ,$77.17 ,$8.99 ,6,8642274,"$3,528 "
4742,Virginia,2024-02-26,"1,081","2,355","4,304",548,$277.04 ,$52.95 ,$49.59 ,$6.92 ,6,8642274,"$3,528 "
4743,Virginia,2024-03-04,"1,039","3,802","7,058",962,$280.26 ,$37.15 ,$48.64 ,$7.89 ,6,8642274,"$3,528 "
4744,Virginia,2024-03-11,"1,595","3,640","7,672","2,096",$541.57 ,$44.18 ,$78.18 ,$10.17 ,7,8642274,"$4,116 "
4745,Virginia,2024-03-18,"1,691","3,277","7,055",415,$615.52 ,$68.42 ,$79.80 ,$10.96 ,6,8642274,"$3,528 "
4746,Virginia,2024-03-25,"1,545","3,764","4,824",,$567.87 ,$83.48 ,$69.37 , --,12,8642274,"$7,056 "
4747,Virginia,2024-04-01,"1,007","3,334","3,159",,$518.91 ,$23.45 ,$34.44 , --,6,8642274,"$3,528 "
4748,Virginia,2024-04-08,908,403,"2,551",,$401.28 ,$0.76 ,$26.32 , --,4,8642274,"$2,352 "
4749,Virginia,2024-04-15,824,528,"2,540",,$405.96 ,$14.62 ,$27.67 , --,5,8642274,"$2,940 "
4750,Virginia,2024-04-22,"1,112","1,704","2,472",,$688.30 ,$0.35 ,$25.74 , --,3,8642274,"$1,764 "
4751,Virginia,2024-04-29,"1,198","3,433","3,150",,$567.52 ,$10.44 ,$35.02 , --,7,8642274,"$4,116 "
4752,Virginia,2024-05-06,"1,265","4,558","3,141",,$697.98 ,$25.50 ,$39.94 , --,6,8642274,"$3,528 "
4753,Virginia,2024-05-13,"1,207","9,812","2,966",,$632.51 ,$50.95 ,$39.03 , --,5,8642274,"$2,940 "
4754,Virginia,2024-05-20,"1,175","1,166","2,904",,$598.89 ,$8.27 ,$41.55 , --,3,8642274,"$1,764 "
4755,Virginia,2024-05-27,"1,295","1,804","2,521",,$659.26 ,$288.97 ,$39.75 , --,6,8642274,"$3,528 "
4756,Virginia,2024-06-03,"1,357","1,177","1,326",,$787.89 ,$15.10 ,$24.29 , --,2,8642274,"$1,176 "
4757,Virginia,2024-06-10,"1,391",793,609,,$761.84 ,$27.17 ,$16.39 , --,11,8642274,"$6,468 "
4758,Virginia,2024-06-17,"1,490",873,"2,649",,$723.16 ,$32.36 ,$39.85 , --,9,8642274,"$5,292 "
4759,Virginia,2024-06-24,"1,511",563,"2,586",,$702.03 ,$40.82 ,$37.63 , --,3,8642274,"$1,764 "
4760,Virginia,2024-07-01,"1,406","4,217","3,365",,$576.09 ,$13.81 ,$40.22 , --,2,8642274,"$1,176 "
4761,Virginia,2024-07-08,911,"1,653","2,427",,$436.42 ,$47.77 ,$28.56 , --,0,8642274,$0 
4762,Virginia,2024-07-22,"2,118","1,709","4,440",,$921.94 ,$71.29 ,$56.85 , --,6,8642274,"$3,528 "
4763,Virginia,2024-07-29,"2,423","6,927","3,948",,$875.39 ,$32.08 ,$52.12 , --,14,8642274,"$8,232 "
4764,Virginia,2024-08-05,"2,399","10,136","4,207",,$679.00 ,$27.96 ,$56.54 , --,6,8642274,"$3,528 "
4765,Virginia,2024-08-12,"2,243","4,484","3,789",96,$708.04 ,$33.66 ,$52.91 ,$1.52 ,6,8642274,"$3,528 "
4766,Virginia,2024-08-19,"1,970",944,"3,777",328,$999.66 ,$65.76 ,$52.20 ,$5.94 ,11,8642274,"$6,468 "
4767,Virginia,2024-08-26,"2,327","1,968","4,093","1,824",$946.42 ,$77.45 ,$50.65 ,$2.36 ,8,8642274,"$4,704 "
4768,Virginia,2024-09-02,"2,438","2,896","4,585",370,$919.21 ,$52.11 ,$64.64 ,$6.67 ,8.5,8642274,"$4,998 "
4769,Virginia,2024-09-09,"1,881","2,615","4,149",234,$781.69 ,$41.76 ,$59.13 ,$3.02 ,3.5,8642274,"$2,058 "
4770,Virginia,2024-09-16,"1,668","10,465","3,913",426,$816.96 ,$76.20 ,$60.50 ,$5.11 ,10,8642274,"$5,880 "
4771,Virginia,2024-09-23,"1,888","14,651","3,699",374,$747.58 ,$60.37 ,$53.88 ,$11.27 ,5,8642274,"$2,940 "
4772,Virginia,2024-09-30,"2,011","17,244","4,015",599,$763.29 ,$67.95 ,$55.98 ,$14.43 ,4,8642274,"$2,352 "
4773,Virginia,2024-10-07,"1,979","1,537","3,367",337,$721.20 ,$17.38 ,$49.47 ,$7.32 ,4,8642274,"$2,352 "
4774,Virginia,2024-10-14,"1,953","1,324","2,660",448,$821.74 ,$21.55 ,$43.93 ,$7.13 ,4,8642274,"$2,352 "
4775,Virginia,2024-10-21,"1,813",172,"8,634",522,"$1,128.80 ",$17.24 ,$44.10 ,$14.12 ,5,8642274,"$2,940 "
4776,Virginia,2024-10-28,"1,727",286,"2,074",550,$802.38 ,$0.29 ,$40.86 ,$6.35 ,3,8642274,"$1,764 "
4777,Virginia,2024-11-04,"2,307","3,064","2,849",497,"$1,135.14 ",$76.19 ,$50.72 ,$7.89 ,11,8642274,"$6,468 "
4778,Virginia,2024-11-11,"3,168","6,861","2,108",369,"$1,350.94 ",$79.25 ,$42.63 ,$10.29 ,5,8642274,"$2,940 "
4779,Virginia,2024-11-18,"2,654","9,325","10,094",350,"$1,511.24 ",$76.26 ,$51.39 ,$26.04 ,5,8642274,"$2,940 "
4780,Virginia,2024-11-25,"2,234","3,295","6,229",352,"$1,100.74 ",$126.43 ,$50.83 ,$4.06 ,3,8642274,"$1,764 "
4781,Virginia,2024-12-02,"1,967","5,710","5,078",772,$903.24 ,$105.59 ,$47.84 ,$8.90 ,3,8642274,"$1,764 "
4782,Virginia,2024-12-09,"2,200","4,286","4,601",444,"$1,124.28 ",$194.15 ,$50.45 ,$6.82 ,12,8642274,"$7,056 "
4783,Virginia,2024-12-16,"1,968","3,731","3,455",201,$933.28 ,$128.35 ,$53.00 ,$17.56 ,6,8642274,"$3,528 "
